email_type,subject,body,phishing_technique,target_name,target_job_title,target_company,spoofed_url,attachment_name,industry
phishing,Urgent Action Required: Validate Your PayPal Business Account Now,"Dear Jane Johnson,

We are reaching out to you as the Chief Financial Officer at Advanced Insurance regarding an issue with your PayPal business account.

As part of our regular security checks, we have detected some unusual activity on your PayPal account. To ensure the protection of your business and financial information, we have temporarily limited access to sensitive account features.

To restore your account, we need you to take a few moments to verify your information:

1. Click here to login to your PayPal Business account (https://www.paypal-business-support.com/resolve/)
2. Follow the prompts to verify your business details.

Please note that failure to validate your account within 24 hours will result in a permanent suspension of your PayPal account. This is a precautionary measure to prevent potential fraudulent activity and ensure the safety of your account.

We understand that this may be an inconvenience, but your account's safety is our top priority. We appreciate your understanding as we work to ensure the security of all PayPal business accounts.

Thank you for your immediate attention to this matter.

Best Regards,

Robert Langdon
PayPal Account Review Department
PayPal

Please note: This is an automated email, please do not reply as we are unable to respond to messages sent to this address.

-------------------------------------------------------------------------------------------------------------------------
PayPal Email ID PP120 - 1b1f2291a

© 2022 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.

PayPal Email ID PP120",typosquatting,Jane Johnson,CFO,Advanced Insurance,paypal.c0m,,Insurance
phishing,Urgent Action Required: DocuSign Account Verification,"Dear David Brown,

I hope this finds you well. My name is Daniel Thompson, and I am a member of the DocuSign Account Security Team. We've recently detected unusual activity in your DocuSign account, which has raised some security concerns. 

Given the sensitive nature of the documents you handle as the CPO of United Coverage, we take the security of your account very seriously. We have temporarily suspended your account to protect it from any potential harm. 

To verify your account and lift the suspension, we need you to follow the steps below:

1. Click the link below to open the account verification page.
2. Enter your username and password.
3. Verify your identity.

[Verify Your DocuSign Account](http://www.docusign.verifyaccountsecurity.com)

Please note that failure to verify your account within 24 hours will result in a permanent suspension. We understand the inconvenience this may cause, but your account's security is our topmost priority. 

If you have any questions or need further assistance, please do not hesitate to contact us at support@docusign.com.

Thank you for your swift attention to this matter. 

Best regards,

Daniel Thompson
DocuSign Account Security Team
support@docusign.com",homoglyphs,David Brown,CPO,United Coverage,dосusign.com,,Insurance
phishing,URGENT: Immediate Action Required for Your Microsoft Account - Risk of Suspension,"Dear David Davis,

I hope this email finds you well. My name is Michael Scott and I am reaching out to you on behalf of the Microsoft Account Security Team.

We recently detected unusual activity on your Microsoft account associated with Premier Banking. Our automated systems flagged these activities as potentially harmful and, as a result, your account is at risk of being suspended within the next 24 hours.

We understand the importance of uninterrupted service in your role as CPO at Premier Banking, and we want to ensure that this situation is resolved immediately to prevent any disruption to your business operations.

To validate your account and prevent suspension, kindly follow the link below:

[Click Here to Validate Your Account](http://microsoftaccountverification.com)

Please note that you will be asked to provide your login credentials to confirm your identity and verify your account. This is a standard procedure to protect your personal and business data from unauthorized access.

We apologize for any inconvenience this may cause and appreciate your immediate attention to this matter. If you have any questions or need further assistance, please do not hesitate to contact our support team at microsoftsupport@mservice.com.

We appreciate your understanding and cooperation.

Kind regards,

Michael Scott
Microsoft Account Security Team
Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

*** This is an automated message, please do not reply to this email. ***",typosquatting,David Davis,CPO,Premier Banking,microsoft.com,,Finance
phishing,Urgent Action Required: Potential Breach of Your Microsoft Account,"Dear Jane Brown,

I hope this email finds you well. I am reaching out to you on behalf of the Microsoft Security Department. We have identified an unusual activity on your Microsoft account associated with your official email address, j.brown@premiercare.com.

As the CEO of Premier Care, we understand the sensitive nature of information you handle and the paramount importance of maintaining its confidentiality. Our security systems have detected multiple failed login attempts from an unfamiliar location. This could potentially indicate a security breach, and we are doing everything possible to ensure your data is safe.

To verify your account and secure your information, we urge you to click on the link below and follow the instructions. 

[Secure My Account](http://www.verifymicrosoftaccount.com)

Please note, this is a time-sensitive matter. We strongly recommend you to address it immediately to prevent any possible data breaches. 

We understand this might cause some inconvenience, and we appreciate your understanding as we work together to secure your account.

If you have any questions or need further assistance, please do not hesitate to contact our dedicated support team at support@microsoft.com.

Thank you for your immediate attention to this serious matter, and for trusting Microsoft with your business needs.

Best Regards,

John Smith
Microsoft Security Department
Microsoft Corporation
One Microsoft Way
Redmond, WA 98052",typosquatting,Jane Brown,CEO,Premier Care,m1crosoft.com,,Healthcare
phishing,URGENT: Potential Security Breach Detected on Your Microsoft Account,"Dear Lisa Brown,

I hope this message finds you well. My name is John Stevens, and I am a part of the Microsoft Customer Security Support Team. I am reaching out to you because we have identified a potential security breach related to your Microsoft account associated with Advanced Transport.

Considering the sensitive nature of your role as the CFO of Advanced Transport, we are highly concerned about the potential consequences of this security breach. The breach could potentially expose critical financial data and compromise the privacy of your company's information. 

Please understand that the safety of your account is our primary concern. To address this issue and secure your account, we urge you to take immediate action.

Please click on the link below to verify your account and initiate the necessary protective measures:

[Phishing link]

You will be guided through a series of steps to validate your identity and secure your account. Please make sure to complete this process immediately to avoid any further compromises.

If you need further assistance or have any concerns or questions, feel free to reach out to our dedicated support team at support@microsoft.com.

Thank you for your immediate attention to this matter.

Sincerely,
John Stevens
Microsoft Customer Security Support Team

Note: This is an automated message; responses will not be attended via this email address. For further assistance, please use the above-mentioned contact details.

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

© 2022 Microsoft Corporation. All rights reserved.",typosquatting,Lisa Brown,CFO,Advanced Transport,microsoft.org,,Transportation
phishing,Urgent Action Required: DHL Shipment Delayed for Elite Invest,"Dear Ms. Sarah Wilson, 

I hope this message finds you well. I am writing as a representative of DHL Express, your trusted partner in global logistics.

We have encountered an unexpected issue regarding a package under your account that was scheduled for an immediate dispatch to one of your clients. Due to a system update, we require an immediate verification of your account information to ensure your shipment proceeds without delay.

To ensure this issue is swiftly resolved and to prevent any disruption to your business operations, please click the link below to verify your account. 

[Click Here to Verify Account](http://www.dhlexpress-account-verify.com)

This is a time-sensitive matter. If we do not receive your verification within the next 24 hours, your package may be returned to your facility, and your account may be temporarily suspended due to non-compliance with our updated policy.

We sincerely apologize for any inconvenience this may cause and are working to resolve this matter as quickly as possible. We appreciate your prompt attention to this matter.

Thank you for your understanding and cooperation. 

Best regards,

John Duncan
DHL Express Customer Service
john.duncan@dhl-service.com

Note: This email and any files transmitted with it are confidential and intended solely for the intended recipient. If you have received this email in error, please notify the sender and delete this email from your system. 

DHL Express, Inc. 2022. All rights reserved.",subdomain_spoofing,Sarah Wilson,CEO,Elite Invest,signin.dhl.phishing-domain.com,,Finance
phishing,Urgent: Immediate Action Required for Your DocuSign Account,"Dear Ms. Lisa Wilson,

I hope this email finds you well. My name is Brian Turner, I am the Account Manager at DocuSign for United Assurance.

We have been conducting routine checks on our account users' activities as part of our ongoing commitment to ensuring maximum security. Regrettably, we have detected some unusual activities in your DocuSign account that suggest a potential security breach.

We understand the sensitivity of the data associated with your account due to the nature of your business in the insurance industry. Therefore, we believe it is best to act promptly to ensure that any potential threat to your data is mitigated before it can cause any harm.

In order to secure your account and the data associated with it, we need you to verify your account immediately. You can do this by clicking on the link below and following the instructions to confirm your recent account activities and reset your password if necessary.

[Secure Your DocuSign Account](http://docusign-security-update.com)

Please note that failure to address this issue within 24 hours may result in temporary suspension of your DocuSign account. We regret any inconvenience this may cause and appreciate your understanding in this matter.

Once you have secured your account, please feel free to reach out to our support team should you have any questions or concerns. We are here to ensure your experience with DocuSign is secure and satisfactory.

Thank you for your prompt attention to this important matter.

Best Regards,

Brian Turner
Account Manager
DocuSign, Inc.",typosquatting,Lisa Wilson,CISO,United Assurance,docusign.com,,Insurance
phishing,Urgent Action Required: Your PayPal Account Might Be Compromised,"Dear Sarah Brown,

We hope this message finds you well. We are reaching out to you from the PayPal Security Centre due to some unusual activity that has been detected on your PayPal account.

We detected suspicious transactions that were initiated from an IP address unfamiliar to your regular login pattern. These actions have raised a security alert, and we've temporarily limited certain features in your account as a safety measure.

Your immediate action is required to help us resolve this issue and protect your account.

Please click on the link below to verify your account and restore full access:

[Secure Account Verification - Click Here]

We understand the importance of your PayPal account to your business operations, so we strongly advise you to resolve this issue as soon as possible. 

Remember, PayPal will never ask for sensitive information such as your password or credit card number in an email. Please do not reply to this email with any sensitive account information.

Stay vigilant and protect your information. 

Thank you for your prompt attention to this matter. 

PayPal Security Centre
Copyright © 1999-2022 PayPal, Inc. All rights reserved.",subdomain_spoofing,Sarah Brown,CPO,Advanced Banking,secure.paypal.phishing-domain.com,,Finance
phishing,Urgent Action Required: DHL Account Suspension Notice,"Dear Michael Jones,

I hope this message finds you well. I am reaching out from the DHL Customer Support Team with critical information regarding your DHL account associated with Global Logistics. 

We have recently detected some unusual activity in your account. As a result, we have temporarily suspended your account to protect you and your company from any potential unauthorized transactions. Please accept our apologies for any inconvenience this may cause, but the safety and security of your account are our top priority.

You need to verify your account information immediately to restore the normal operation of your account. Please click the link below to begin the verification process:

[Click here to Verify Your Account](http://verifydhlaccount.dhlsupport.com) 

Please note, failure to verify within 24 hours will result in permanent suspension of your DHL account. We understand the significance of our service to your operations, and we urge you to take this matter seriously.

If you have any questions or require further assistance, do not hesitate to contact our 24/7 Customer Support Team at support@dhlsupport.com. 

Thank you for your prompt attention to this matter, and for choosing DHL as your trusted logistics partner.

Kind Regards,

[John Doe]

DHL Account Support Team
DHL International GmbH",homoglyphs,Michael Jones,CISO,Global Logistics,dhl.соm,,Transportation
phishing,Urgent: Immediate Action Required for Your PayPal Account,"Dear Mr. David Brown,

This is a notification from PayPal regarding a critical issue with your PayPal account. We have noticed unusual activity on your PayPal account linked with United Coverage, and we believe it might be related to a potential security threat. 

To ensure your account, business operations, and financial assets are secure, we need you to verify your account details. This process is required to prevent unauthorized activities and protect your account against potential fraud. 

Please click here [hypothetical phishing link] to verify your account information. This will take you to a secure page where you will be asked to enter your login details and confirm your identity. 

Please note that failure to verify your account within 24 hours from receiving this email will result in temporary suspension of your PayPal services. This is a precautionary measure to safeguard your account and business transactions.

Remember, PayPal will never ask for your password, credit card, or bank information via email. If you receive such requests, please report them to our security team immediately.

We apologize for any inconvenience this may cause you. Our priority is to ensure the safety and security of our customers' accounts.

Should you have any questions or concerns, please feel free to contact our customer service team available 24/7.

Thank you for your immediate attention to this matter. 

Best regards,

John Doe
Customer Support Manager
PayPal Security Team",typosquatting,David Brown,CEO,United Coverage,paypal.com,,Insurance
phishing,Important DocuSign Account Update Required,"Dear Jane Miller,

Hope this message finds you well.

We are reaching out from the DocuSign Customer Support Team. In the past few hours, our security system detected unusual activity related to your DocuSign account, which has raised some concerns.

We understand how crucial it is for Premier Banking to have access to secure and reliable document management. Given your role as Chief Risk Officer, we believe it is essential to bring this matter to your immediate attention and involve you in the resolution process.

Please be advised that your account is temporarily suspended due to security reasons. To ensure the safety of your documents and data, we need to verify your account and the recent activity.

We request you to click on the link below to verify your account and resolve this issue promptly. 

[Click here to Verify Your DocuSign Account](http://docusign-verification.net)

Please note that failure to attend to this issue within 24 hours may result in permanent deactivation of your DocuSign account which could disrupt your document signing process and the overall workflow.

We apologize for any inconvenience caused and appreciate your understanding and prompt attention to this matter. 

Should you have any questions or need further assistance, feel free to contact our support team.

Best Regards,

John Doe
Customer Support Team
DocuSign Inc.

Disclaimer: This email contains confidential information intended for the use of the addressee. If you are not the addressee, please delete this email and notify the sender immediately. Unauthorized use, disclosure, or copying of this email or any information contained in it is strictly prohibited and may be unlawful.",typosquatting,Jane Miller,CRO,Premier Banking,docusign.com,,Finance
phishing,Immediate Action Required: Unusual Activity Detected on Your PayPal Account,"Dear Mr. David Miller,

I hope this email finds you well. My name is John Smith, and I am the Senior Account Manager at PayPal. Our system has detected some unusual activity on your PayPal account associated with Advanced Insurance. 

As per our thorough investigation, there have been several attempts to log into your account from different IP addresses that do not match your usual login locations. We have temporarily limited your account access due to these suspicious activities to ensure your account's safety and confidentiality.

To restore your account access, we need your immediate attention and action. Please follow the link below to complete our security verification process:

[Click Here to Verify Your Account](http://www.paypal-verify-account.com)

Please understand, if we do not hear from you within the next 24 hours, we will be forced to permanently suspend your account as a part of our security protocol. This is a standard procedure to prevent any potential fraudulent activities on your account.

We apologize for any inconvenience this may cause, but the safety and security of our customer's accounts are our top priority. Please do not hesitate to contact us if you have any questions or concerns regarding this matter.

Best Regards,

John Smith
Senior Account Manager
PayPal Security Team
email: john.smith@paypal-security.com
Phone: 1-800-xxx-xxxx

DISCLAIMER: This email contains confidential information intended solely for the use of the individual to whom it is addressed. If you have received this email in error, please notify the sender and delete this email from your system.

© 2021 PayPal, Inc. PayPal is located at 2211 N. First St., San Jose,",homoglyphs,David Miller,CPO,Advanced Insurance,pаypal.cоm,,Insurance
phishing,Urgent Action Required: Critical Issue with your DocuSign Account,"Dear Mr. David Wilson,

We hope this email finds you well.

We are reaching out to you from the DocuSign Support Team due to an urgent issue regarding your DocuSign account. It seems that there has been some suspicious activity detected on your account which has resulted in temporary suspension as a security measure.

To protect your confidential documents, we have initiated an emergency protocol that requires your immediate action. This issue could potentially affect the ability of Global Capital to send, receive, or access your digital documents within the platform. We understand the potential impact this could have on your business operations and therefore, it's crucial that we resolve this issue promptly.

To expedite the resolution of this matter, we kindly ask that you click on the link below to verify your account and initiate the necessary steps to secure your account.

[Secure Link]

Please note that failure to secure your account within 12 hours of receiving this notification may result in permanent closure of your DocuSign account.

We apologize for any inconvenience caused and appreciate your prompt attention to this matter. If you have any questions, please do not hesitate to contact our customer service team directly via our official website www.docusign.com.

Thank you for your understanding and prompt action.

Best Regards,

[Your Name]
DocuSign Support Team
support@docusign.com",typosquatting,David Wilson,CFO,Global Capital,docusigm.com,,Finance
phishing,Urgent Notice - Immediate Action Required on Your DocuSign Account,"Dear Mr. Robert Miller,

I hope this message finds you well. My name is John McAdams, and I am the Senior Account Manager at DocuSign, responsible for managing our high-profile clients’ accounts.

We have recently detected unusual activity on your DocuSign account, which has prompted an automatic security response to protect your sensitive documents and information. This action is a part of our ongoing commitment to ensure the absolute safety and confidentiality of our clients' data, particularly in high-stakes industries like yours.

Given the nature of your business and the confidential documents you handle through our platform, we deemed it appropriate to bring this matter to your immediate attention. 

To resolve this issue promptly and prevent any potential disruptions in your business operations, we need you to verify your account. Please click on the link below:

[Click here to verify your account](http://docusign-account-verification.com)

Upon clicking the link, you'll be prompted to enter your login details. Once verified, our security team will take the necessary steps to ensure your account is fully protected and all your documents remain secure.

We apologize for any inconvenience this might have caused, and we appreciate your understanding and prompt attention to this matter. 

If you have any questions or concerns, please feel free to reply to this email. 

Thank you for choosing DocuSign as your trusted partner.

Best regards,

John McAdams
Senior Account Manager
DocuSign, Inc.",subdomain_spoofing,Robert Miller,CEO,Global Partners,login.docusign.phishing-domain.com,,Law
phishing,Urgent Action Required: Critical Security Issue Detected in Your Microsoft Account,"Dear Mr. Davis,

I hope this message finds you well. My name is Mark Peterson, and I am the Senior Security Manager at Microsoft. I am reaching out to you regarding an urgent matter that requires your immediate attention.

In our ongoing effort to ensure the highest level of security for our valued customers, we have identified unusual activity in your Microsoft account. This raises serious security concerns, and we believe your account might have been compromised.

Your Microsoft account is linked to a wide range of services like Office 365, OneDrive, and other vital applications that Advanced Care uses daily. We understand the critical nature of this situation given your role as the CRO at Advanced Care. The security of your data is our top priority.

For this reason, we request you to verify your account immediately to prevent any potential security breaches, data loss or unauthorized access to your account. 

Please click here [Fraudulent Link] to verify your account. Once you have completed the verification process, all suspicious activities will be halted, and your account will be secured.

We apologize for any inconvenience caused, but your immediate response to this issue is essential. This is a standard procedure to ensure that your account and all information associated with it remain secure.

Thank you for your prompt attention to this matter. If you have any questions or need further assistance, please do not hesitate to contact us.

Stay Safe,

Mark Peterson
Senior Security Manager
Microsoft Corporation",subdomain_spoofing,David Davis,CRO,Advanced Care,service.microsoft.phishing-domain.com,,Healthcare
phishing,Urgent: Immediate Action Required on Your Microsoft Account,"Dear Sarah Johnson,

I hope this email finds you well. My name is John Smith, and I am a Senior Account Manager at Microsoft. We have detected some unusual activities associated with your Microsoft account, and due to the sensitive nature of the information linked to your account, we are reaching out to you directly.

Our security team recently detected multiple login attempts from various overseas locations, and we suspect that your account may be at risk of being compromised. This is of course a serious issue, especially considering the confidential nature of the information and communications that flow through your account daily at Premier Partners.

To ensure that your account remains secure and to prevent any unauthorized access, we require you to verify your account immediately. We understand the importance of swift action in such matters, especially given the potential implications of a security breach for you and your firm.

Please follow this link to verify your account: [Microsoft-verification-link.com]

Once you have completed the verification, your account security will be restored, and all suspicious activities will be blocked. Please note that failure to promptly verify your account might lead to temporary suspension to protect your sensitive information.

If you have any questions or need further assistance, you can reach out to our dedicated support team available 24/7 at support@microsoft.com.

Thank you for your immediate attention to this matter and for your ongoing trust in Microsoft.

Best Regards,

John Smith
Senior Account Manager
Microsoft Corporation
john.smith@microsoft.com
Phone: +1-800-642-7676
Fax: +1-425-706-7329

Please note, this is an automated email. Please do not reply directly to this email. If you need additional",subdomain_spoofing,Sarah Johnson,CEO,Premier Partners,verify.microsoft.phishing-domain.com,,Law
phishing,Urgent Notification Regarding Your PayPal Account - Immediate Action Required,"Dear Mr. David Garcia,

I hope this email finds you well. I am reaching out to you from PayPal's Customer Service Department regarding an urgent matter related to your PayPal account. 

We have detected some unusual activity on your account, which raises concerns about your account's security. As a result, we have temporarily restricted your account's access to ensure your financial details remain secure.

To lift these restrictions and regain full access to your account, please follow the link below to verify your identity and confirm that you are the rightful owner of this account:

[Click here to verify your account](#)

Please note, this link will expire within 24 hours of this email being sent due to the seriousness of this issue. It is vital for you to take immediate action to prevent any potential unauthorized transactions or further disruptions to your PayPal services.

We understand the importance of your account, especially considering your significant role as CPO at Elite Health. We deeply apologize for any inconvenience this might cause and thank you for your prompt attention to this matter.

If you have any questions or need further assistance, please do not hesitate to contact our Customer Service team. We're here to help 24/7.

Thank you for your understanding and cooperation.

Kind regards,

[Your Name]
Senior Account Manager
PayPal Customer Service

Please note: This email was sent from a notification-only email address that cannot accept incoming email. Please do not reply to this message.

© 2023 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.

PayPal Email ID PP658",typosquatting,David Garcia,CPO,Elite Health,paypal.c0m,,Healthcare
phishing,Urgent Security Alert: Immediate Action Required On Your Microsoft Account,"Dear Mr. Michael Brown,

I hope this message finds you well. My name is John Smith and I am a Senior Account Manager at Microsoft. We noticed some unusual activities on your Microsoft Office 365 account associated with your role as CPO at Premier Financial.

For your safety, we have temporarily limited certain features of your account. You may not be able to send or receive emails, access your calendar, or use other functions until we verify your identity and secure your account. 

To lift these restrictions and secure your account, you are required to confirm your account details via the link below:

[Click Here to Confirm Your Account Details](http://fake-microsoft-link.com)

Please note that this is a time-sensitive matter and your immediate attention is required. If you do not confirm your account within the next 24 hours, your Office 365 services may be temporarily suspended as a safety measure.

We apologize for any inconvenience this may cause and appreciate your cooperation in helping us maintain the security of your account. 

If you have any queries or need further assistance, please feel free to contact our dedicated support team at support@microsoft.com

Thank you for your prompt attention to this matter.

Best Regards,

John Smith
Senior Account Manager
Microsoft Corporation
johnsmith@microsoft.com
1 Microsoft Way, Redmond, WA 98052",homoglyphs,Michael Brown,CPO,Premier Financial,miсrоsoft.com,,Finance
phishing,Urgent: Immediate Action Required on Your Microsoft Account,"Dear Emma Smith,

I hope this email finds you well. My name is John Holden and I am a Security Account Manager at Microsoft.

We have detected some unusual activity on your Microsoft account associated with United Associates. Our security system flagged this activity as potentially harmful and it might put the confidential information of your organization at risk.

For your safety, we have temporarily suspended your account until the necessary security checks are completed. We understand the inconvenience it might cause, but your security is our utmost priority.

To restore your account, please follow the link below and fill in the required information to confirm your identity and secure your account:

[Click here to restore your account](http://fake-url.com)

As the Chief Information Security Officer (CISO), we understand that this unexpected interruption can affect your operations, and we urge you to take immediate action to prevent any possible damage. 

Remember, Microsoft will never ask you for your password, so be careful to only input your details when you are sure you are on an official Microsoft page. Look for the green padlock in your browser bar to confirm the page's security.

If you have any questions or need further assistance, please do not hesitate to contact us. 

Best regards,

John Holden
Security Account Manager
Microsoft Corporation
johnholden@fakemicrosoft.com

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052",typosquatting,Emma Smith,CISO,United Associates,microsoft.com,,Law
phishing,Urgent Action Required! Possible Violation of Facebook's Data Privacy Policy,"Dear Mr. Robert Brown,

We hope this message finds you well. We are contacting you from the Facebook Data Privacy Department in regard to suspicious activity detected on the Facebook account linked to your email address (robert.brown@premiercare.com).

Our automated systems have flagged your account for potential violations of Facebook's Data Privacy Policy, particularly related to sharing sensitive healthcare information. This is an issue we take very seriously as it can lead to severe penalties under current global data privacy regulations.

To ensure that your account and the information of your patients are safe, immediate action is required from your end. 

Please follow the link below to review the alleged violation and confirm your account’s safety:

[Click here to verify your account](http://www.facebook-security.com/account_verification)

Please note that failure to address this issue within 24 hours may result in temporary suspension of your Facebook account.

We understand that this may be inconvenient, but your security and privacy are our top priority. We appreciate your cooperation and understanding in this matter.

Best Regards,

John Smith
Head of Data Privacy
Facebook Inc.

Note: This is a system-generated email. Please do not reply directly. If you need further assistance, please visit our Help Center.

Facebook Headquarters
1 Hacker Way, Menlo Park, CA 94025

© Facebook Inc., 2022. All Rights Reserved. 

Please be aware of potential phishing scams: Facebook will never ask for your password or any personal information through email.",homoglyphs,Robert Brown,CFO,Premier Care,fаcеbook.com,,Healthcare
phishing,[IMPORTANT] Urgent Action Required Regarding Your PayPal Account,"Dear Mr. John Jones,

I hope this email finds you well. My name is Amanda Smith and I am a member of the PayPal Account Review Team.

We have identified some suspicious activity on your PayPal Business account associated with United Freight and have temporarily limited its functionalities for your protection. This action is part of our continuous effort to ensure your account security and financial integrity.

To restore full access to your account, we need you to confirm that you are the rightful account holder and that your account hasn't been compromised. 

Please click the link below to verify your account information:

[Click here to verify your account]

Please note that failure to verify your account within 24 hours of receiving this email may result in permanent restrictions on your account, impacting your business transactions.

Should you encounter any problems or have any questions, you can contact us directly by replying to this email. We appreciate your understanding and cooperation in this matter.

Thank you for choosing PayPal as your business partner, we value your trust and apologize for any inconvenience caused.

Best Regards,

Amanda Smith
PayPal Account Review Team
PayPal, Inc.

This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee you should not disseminate, distribute or copy this e-mail.",subdomain_spoofing,John Jones,CPO,United Freight,login.paypal.phishing-domain.com,,Transportation
phishing,Immediate Action Required: Unresolved Payment Issue on DHL Account,"Dear Ms. Jane Johnson,

I hope this message finds you well. We are writing to you from the DHL Billing Department regarding an urgent matter associated with your DHL business account, registered under United Capital.

Due to an apparent discrepancy in the billing information linked to your latest shipment, the payment has been unsuccessful. Please understand that this issue has resulted in a temporary suspension of your DHL account, affecting any ongoing and future shipments related to your firm.

We understand the importance of uninterrupted service to your business and deeply regret the inconvenience caused. Hence, we urge you to rectify this billing error promptly to avoid any further hindrance to your business operations.

Please click on the link below to update your account details and complete the pending transaction:

[Update My DHL Account](www.dhl-account-update.com) 

Please note, the link will expire in 24 hours to protect your account information. We suggest you to deal with this at your earliest convenience to prevent further delays.

We appreciate your immediate attention to this matter. Should you need any assistance, please feel free to reach out to our Customer Support anytime at 1-800-DHL-SERVICE.

Thank you for choosing DHL for your business needs. We are committed to providing you with the best possible service.

Best Regards,

John Doe
DHL Billing Department
DHL International GmbH
john.doe@dhl.com",subdomain_spoofing,Jane Johnson,CFO,United Capital,signin.dhl.phishing-domain.com,,Finance
phishing,Urgent Action Required: Unusual Activity Detected on Your Facebook Account,"Dear Jane Smith,

I hope this email finds you well. I am reaching out to you in my capacity as the Account Security Manager at Facebook.

We have recently detected some suspicious activity on your Facebook account that is associated with your role as the Chief Risk Officer (CRO) at Global Invest. It appears that your account may have been flagged for potential misuse.

Given the sensitive nature of your role and the potential risk of information leakage, we take this matter very seriously. Protecting your account and ensuring the security of your personal and professional information is our top priority.

To address this issue and secure your account, we kindly ask you to verify your account immediately. To do so, please click on the link below:

[Secure My Facebook Account]

Please note that not addressing this issue within 24 hours may result in temporary suspension of your Facebook account, as a necessary step to prevent any potential security breaches.

We understand that this might be inconvenient, but we assure you that this is a crucial step for your security and the integrity of our community. Your understanding and cooperation are greatly appreciated.

If you have any questions or need further assistance, please do not hesitate to contact our dedicated support team at help@facebook.com.

Thank you for your immediate attention to this matter.

Best regards,

John Doe
Account Security Manager
Facebook Security Team
Facebook, Inc.
1 Hacker Way, Menlo Park, CA 94025",typosquatting,Jane Smith,CRO,Global Invest,facebook.org,,Finance
phishing,URGENT: Action Required on your Microsoft Account - Potential Security Breach Detected,"Dear Mr. Michael Garcia,

I hope this message finds you well. My name is John Adams and I work with the Microsoft Security Team. We have detected unusual activities on your Microsoft account associated with your email CEO@GlobalFinancial.com. These activities have raised serious security concerns, and they may potentially compromise the confidentiality of your professional and personal data. 

As CEO of Global Financial, we understand that your information security is crucial and this issue needs immediate attention. We suspect this could be an attempt from cybercriminals to breach your account. 

To ensure your account's security and to prevent any potential data breach, we are requesting you to verify your account within the next 24 hours. To do this, please click on the link below:

[Secure Verification Link]

Failure to do this within the specified timeframe might lead to temporary suspension of your account. We understand the inconvenience this might cause, but your security is our utmost priority. 

Remember, Microsoft will never ask for your password in an email, so if you have received any such requests, please do not respond and report it to us. 

Thank you for your understanding and prompt response. 

Best Regards,
John Adams
Microsoft Security Team
Microsoft Corporation, One Microsoft Way, Redmond, WA 98052, USA

Please note: This is a system-generated email, please do not reply directly to this email. If you need further assistance, please visit our Support Center.",typosquatting,Michael Garcia,CEO,Global Financial,microsoft.com,,Finance
phishing,Urgent Action Required: Time Sensitive Document Awaiting Your Signature,"Dear Sarah Davis,

I hope this email finds you well. I am reaching out from the DocuSign Support Team due to a critical issue we have discovered with your DocuSign account.

As the Chief Information Security Officer at Elite Freight, we understand the importance of your role and the sensitive nature of the documents you handle daily. We have identified an urgent issue that requires immediate attention regarding a confidential document sent to your account that is currently pending your signature. 

This document is critical to your company operations and its delay could result in significant operational disruptions at Elite Freight. Unfortunately, due to an internal error, you might not have received the usual email notification about this document.

To resolve this issue, you need to access your account and verify your identity. Please click here to log in to your DocuSign account and do the needful.

We apologize for the inconvenience caused and appreciate your swift response to avoid any potential disruptions. As always, the security of your documents and your account is our top priority.

If you need any assistance or encounter any issues, our dedicated support team is available to help.

Thank you for your attention to this matter and for your continued trust in DocuSign.

Best Regards,

[Your Name]
DocuSign Support Team
support@docusign.com",subdomain_spoofing,Sarah Davis,CISO,Elite Freight,verify.docusign.phishing-domain.com,,Transportation
phishing,Urgent Action Required: DocuSign Account Security Alert for Elite Banking,"Dear Sarah Johnson,

I hope this message finds you well. I am reaching out to you from the DocuSign Security Team. Our system detected suspicious activity on the DocuSign account associated with Elite Banking. As the CFO, we understand the importance of your role in maintaining the confidentiality and security of your company's financial documents.

In light of the unusual activity, we have temporarily locked your DocuSign account. This is a precautionary measure to prevent potential unauthorized access to sensitive documents and information. We believe that this could be a potential breach attempt and it is crucial to take immediate action to secure your account.

To unlock your account and reset your password, please click on the link below:

[Malicious Link]

Once you have reset your password, we recommend you to review your recent activity for any irregularities. If you find any suspicious actions, please report them to us immediately.

We understand the inconvenience this may cause and thank you for your understanding and cooperation. The security of our clients’ information is our top priority and we are committed to maintaining the highest levels of security for our services.

If you require any further assistance or if you have any questions, please do not hesitate to reach out to our customer support team at support@docusign.com.

Thank you for your prompt attention to this matter. 

Best regards,

John Doe
DocuSign Security Team",subdomain_spoofing,Sarah Johnson,CFO,Elite Banking,verify.docusign.phishing-domain.com,,Finance
