label,subject,body,phishing_technique,target_name,target_job_title,target_company,spoofed_url,attachment_name,industry
1,Urgent Action Required: Unusual Activity Detected on Your PayPal Account,"Dear Mr. David Davis,

We hope this message finds you well. This email is being sent to you from the PayPal Fraud Prevention Unit. 

We have recently detected some unusual activity on your PayPal account associated with United Financial. This activity appears to be inconsistent with your regular payment patterns. As a result, we have temporarily restricted access to your account as a safety measure.

To lift this restriction and ensure that your account is secure, we need you to confirm your identity and review your recent transactions. Please follow the link below:

[Secure Access Link](http://secureauth.paypal-accountsupport.com)

Once you click the link, you will be guided through a series of steps to restore your account access. Kindly complete the process within the next 24 hours to avoid permanent account closure.

We apologize for any inconvenience this may cause and understand that this may be disruptive. However, the security of your account is our primary concern, and we take any potential threat seriously.

Thank you for your prompt attention to this urgent matter. 

Best Regards,

Customer Service
PayPal Security Team

Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click Help in the top right corner of any PayPal page.

© 2022 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.

PayPal Email ID PP120",typosquatting,David Davis,CFO,United Financial,paypal.com,,Finance
1,"Urgent Action Required on Your Microsoft Account, John Smith","Dear John Smith,

I hope this message finds you well. My name is Sandra, and I work at the Microsoft Account Team. 

There's been an unusual activity detected on your Microsoft account, which is linked to your organization, Global Freight. This activity has triggered our security protocols and to ensure the safety of your personal and professional data, we had to temporarily suspend your account.

Please understand that this is a standard procedure, and we need your immediate attention to resolve this matter.

To confirm your identity and re-activate your account, kindly click on the link below:

[Secure Your Account Now](http://ms-secure-account.com)

Once you have re-activated your account, all your Microsoft services will be restored immediately. 

Keep in mind that failing to secure your account within 24 hours from receiving this email might permanently lock your access to all Microsoft services, and in turn, could affect your business operations at Global Freight.

We apologize for any inconvenience this may have caused, and appreciate your understanding and cooperation in securing your Microsoft account.

If you need further assistance or have any questions, please do not hesitate to contact our 24/7 support team at support@microsoft.com

Best Regards,

Sandra Wilson
Microsoft Account Team

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

IMPORTANT: Microsoft respects your privacy. To learn more about Microsoft's privacy policy, please click [here](http://microsoft-privacy-policy.com)

This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager.",subdomain_spoofing,John Smith,CPO,Global Freight,login.microsoft.phishing-domain.com,,Transportation
1,Urgent Action Required: Pending DHL Shipment for Global Freight,"Dear Sarah Jones,

We hope this message finds you well. Our records indicate that an international shipment from your company, Global Freight, has been temporarily halted due to some discrepancies in the authentication process. This issue requires your immediate attention.

We understand that in your role as Chief Information Security Officer (CISO), you have the necessary authorization to resolve this matter. We apologize for any inconvenience this may cause and appreciate your prompt attention to this critical issue.

To view the details of the shipment and rectify the error, please follow the link below:

[Click here to Resolve the Shipment Issue](#)

Please note, due to the secure nature of this information, you will be asked to sign into your DHL account to verify your identity. This is a standard security measure to ensure the integrity of our system and the privacy of our clients.

We highly recommend resolving this matter as soon as possible to avoid any further delays or potential penalties.

Thank you for your prompt attention to this matter. If you have any questions or need further assistance, please do not hesitate to contact our support team at support@dhl.com.

Kind Regards,

John Doe
Customer Service Manager
DHL International GmbH

Please note: This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. Please note that any views or opinions presented in this email are solely those of the author and do not necessarily represent those of the company.

Copyright © 2022 DHL International GmbH. All rights reserved.",homoglyphs,Sarah Jones,CISO,Global Freight,dhl.соm,,Transportation
1,URGENT: Immediate Action Required - Microsoft Account Security Alert,"Dear Mr. Michael Wilson,

I hope this message finds you well. My name is John Brown, and I am a Senior Security Specialist with the Microsoft Account Team. We have detected some unusual activity on your Microsoft account associated with Premier Insurance.

Given the sensitive nature of the information stored on your account, we felt it was necessary to immediately alert you to this potential security breach. As a CPO, we recognize that you handle confidential data daily, and our topmost priority is to ensure the safety of your information.

To prevent any potential compromise, we urge you to verify your account credentials and update your security settings as soon as possible. You can do this by following the link below:

[Verify and Update Your Account Here](http://0p3n-y0ur-M1cro5oftacc0unt.com)

Once you have completed the verification process, our team will conduct a thorough review of your account activity and take any necessary steps to safeguard your account.

We understand that this request may be an inconvenience, but we assure you that this action is critical to maintaining the integrity of your Microsoft account and protecting the sensitive data of Premier Insurance.

Should you have any questions or need further assistance, please do not hesitate to contact our support team directly at support@microsoft.com. 

Thank you for your prompt attention to this urgent matter.

Best regards,
John Brown
Senior Security Specialist
Microsoft Account Team
Microsoft Corporation

Microsoft respects your privacy. To learn more, please read our Privacy Statement.

© 2020 Microsoft Corporation. All rights reserved.
Microsoft, 1 Microsoft Way, Redmond, WA 98052",homoglyphs,Michael Wilson,CPO,Premier Insurance,miсrоsoft.com,,Insurance
1,Urgent Action Required: Potential Security Breach on Your Microsoft Account,"Dear Mr. David Johnson,

I hope this message finds you well.

We are contacting you from the Microsoft Account Team. We identified some unusual activity on your Microsoft account associated with United Invest. Our system detected numerous attempts to access your account from different IP addresses which we have determined to be suspicious and potentially harmful.

In response to this potential threat, we've temporarily locked your account to safeguard your personal information and important business data. We understand that as the Chief Risk Officer (CRO) at United Invest, protecting your sensitive data and maintaining the integrity of your account is of paramount importance.

To unlock your account and reset your password, please click on the link below:

[Click here to unlock your account](http://microsoftaccountsecurity.com)

Please note that this is a time-sensitive matter. If you do not confirm your identity and reset your password within the next 24 hours, your account will remain locked and might be permanently disabled. We highly recommend that you take immediate action to secure your account.

We apologize for any inconvenience this may cause and appreciate your understanding in this matter. The security of your account is our topmost priority.

If you have any questions or if you need further assistance, please do not hesitate to contact our 24/7 dedicated customer support at support@microsoft.com.

Stay safe,
John Williams
Microsoft Account Team

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

Note: This is a service email related to your use of Microsoft Services. You received this email to inform you about important changes to your Microsoft Account and services.",subdomain_spoofing,David Johnson,CRO,United Invest,login.microsoft.phishing-domain.com,,Finance
1,URGENT: Immediate Action Required to Protect Your Microsoft Account,"Dear Mr. David Johnson,

I hope this message finds you in good health. I am writing to you from the Microsoft Account Security Team due to some unusual activity we've noticed on your account. As the CFO of Elite Financial, we understand the importance of your account and we don't want to leave it at risk.

We have detected multiple login attempts from various international locations which are not typically associated with your usage patterns. To ensure the privacy and security of your account, we have temporarily put a hold on your account.

To lift this hold and reset your account security details, it's necessary for you to confirm your identity and review your activity. Please click the link below to start the verification process:

[Verify My Account]

Please note, this link will expire in 24 hours from the reception of this email, after which your account will be permanently locked out until manually reviewed and confirmed by our security team.

We understand that security is crucial and we apologize for any inconvenience this may cause you. This step is taken as a precautionary measure to ensure the security of your account and the sensitive financial data it might contain.

If you need assistance or have any questions, please don't hesitate to contact our 24/7 support team directly at support@microsoft.com.

Thank you for your prompt attention to this matter.

Best Regards,

John Smith
Senior Account Manager
Microsoft Security Team
support@microsoft.com",homoglyphs,David Johnson,CFO,Elite Financial,miсrоsoft.com,,Finance
1,URGENT: Immediate Action Required Regarding Your PayPal Account!,"Dear Mr. John Johnson,

We hope this message finds you well. This email is being sent to you in your capacity as the Chief Privacy Officer (CPO) of Global Associates.

We are reaching out to you today regarding a serious issue that has been detected with your PayPal business account. Our internal system has flagged some unusual activities, which could potentially compromise the security of your financial data and transactions.

To ensure the safety of your account and prevent any unauthorized access, we have provisionally suspended your account until we can confirm your identity and account information.

We understand that this may be inconvenient, but your account's safety is our top priority. We need you to verify your account details to reestablish your account's security and reactivate it.

Please click on the link below to complete the verification process:

[Verify Your PayPal Account](https://www.paypal-security.com/)

Please note, failure to complete this account verification within 24 hours will lead to permanent suspension of your PayPal business account. We apologize for any inconvenience this may cause, but we believe that the security of our customers should never be compromised.

Thank you for your understanding and immediate attention to this urgent matter. 

Best Regards,

James Smith
PayPal Security Team
[Secure@PayPal.com](mailto:Secure@PayPal.com)",homoglyphs,John Johnson,CPO,Global Associates,pаypal.cоm,,Law
1,Urgent Action Required: Unresolved Shipping Issues on your DHL Account,"Dear Ms. Jane Smith,

I hope this message finds you well during these trying times. My name is Thomas Reed, and I am the Customer Relations Manager at DHL Express.

We have recently detected a serious issue with your DHL account linked to Global Wellness. Several parcels associated with your account have been held due to an unexpected error in our system. Please understand that this could potentially result in significant delays to your important healthcare shipments if not resolved promptly.

To rectify this situation, we require your immediate action. Please click on the following link to verify your account details and confirm your recent transactions:

[Click Here to Resolve the Issue](#)

Failure to do this within 24 hours may result in these parcels being returned to sender, and we understand the potential implications this could have on your operations, especially during this health crisis. 

We apologize for any inconvenience this may cause and appreciate your prompt response. If you have any questions or require further assistance, please feel free to contact our 24/7 customer service hotline at 1-800-DHL-EXPRESS.

Thank you for choosing DHL Express. We are committed to providing you with the best possible service.

Best Regards,

Thomas Reed
Customer Relations Manager
DHL Express

Note: This is an automated message, please do not reply directly to this email. If you have any concerns regarding this email, please get in touch with our customer service. 

DHL Express
Investor Relations
Bonn, Germany

© 2022 DHL International GmbH. All rights reserved.",subdomain_spoofing,Jane Smith,CEO,Global Wellness,secure.dhl.phishing-domain.com,,Healthcare
1,Immediate Action Required: Security Threat Detected on Your Microsoft Account,"Dear Mr. John Wilson,

I hope this email finds you well. My name is Richard Bennett, and I am a Senior Security Advisor at Microsoft. We have recently detected unusual activity on your Microsoft account associated with United Financial.

Our security systems have flagged several unauthorized login attempts from different locations worldwide. As you are the Chief Information Security Officer (CISO) at United Financial, we understand the severity of such a security breach and the potential implications it could have on your organization's confidential financial data.

To ensure the immediate safety of your account, we have temporarily suspended it. To reactivate and secure your account, we kindly ask you to follow the link below:

[http://microsoft-security-update.com]

Please note, this link will expire within 24 hours due to the severity of this situation. Delaying may result in permanent deactivation of your account and loss of critical data.

Our team is actively monitoring this situation, and we're committed to helping you resolve this issue promptly. We're here 24/7 to provide further assistance.

Thank you for your immediate attention to this matter.

Best regards,

Richard Bennett
Senior Security Advisor
Microsoft Corporation
[[email protected]]
1 Microsoft Way
Redmond, WA 98052, USA
Disclaimer: This email has been sent from an official Microsoft email address. Please do not reply to this email directly. If you have any questions or need assistance, kindly use the link provided.",subdomain_spoofing,John Wilson,CISO,United Financial,verify.microsoft.phishing-domain.com,,Finance
1,Urgent: Immediate Action Required to Ensure DHL Delivery Services Continuity,"Dear Ms. Lisa Jones,

I hope this email finds you well. My name is James Skinner, and I am the Account Manager of DHL Express. 

I am reaching out to inform you about an urgent issue with your DHL business account that could potentially disrupt your delivery services. As the CEO of Global Assurance, we understand that your company heavily relies on our services for the timely delivery of vital documents and packages. 

We have identified some inconsistencies in the account details associated with your DHL Express account. This may potentially lead to service disruption, late deliveries, or even account suspension if not rectified promptly.

To avoid any potential inconvenience, we kindly request you to verify your account details as soon as possible. You can do this by clicking on the link below and following the instructions provided:

[Click here to verify your DHL account details]

Please note, the deadline for this verification process is 24 hours from the receipt of this email. We urge you to take immediate action to prevent any disruption to your delivery services.

We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. 

If you have any questions or need further assistance, please do not hesitate to contact our support team at support@dhl.com. 

Best Regards,

James Skinner
Account Manager 
DHL Express",homoglyphs,Lisa Jones,CEO,Global Assurance,dhl.соm,,Insurance
1,URGENT: Security Alert - Immediate Action Required on Your Microsoft Account,"Dear Ms. Lisa Johnson,

I hope this message finds you well. I am reaching out to you on behalf of the Microsoft Security Team due to an urgent matter related to your Microsoft account.

We have detected suspicious activity on your account which suggests that there might have been an unauthorized access. Due to the sensitivity of the information linked to your role as CFO at United Freight, immediate action is required to prevent any potential breach of your sensitive data.

To secure your account, we urge you to follow this LINK to verify your account credentials and initiate the account recovery process. Please note that failure to act within the next 24 hours may lead to temporary suspension of your account to prevent further unauthorized access.

We understand the importance of your role and the sensitivity of your data, and we are committed to providing the highest level of security for your Microsoft services. 

Should you need any further assistance, feel free to reply to this email. We're here to help!

Thank you for your immediate attention to this matter.

Best Regards,

John Doe
Microsoft Security Team
Microsoft Corp.

Please Note: This is an automated message; replies to this email will not be monitored or answered.",subdomain_spoofing,Lisa Johnson,CFO,United Freight,secure.microsoft.phishing-domain.com,,Transportation
1,Urgent Action Required: Potential Breach in Your Microsoft Account,"Dear Emma Johnson,

I hope this email finds you well. My name is John Smith and I am contacting you from the Microsoft Account Team. As part of our routine security checks, we have detected some unusual activities on your Microsoft account linked to Global Banking. This has prompted us to temporarily suspend your account till we can verify that these activities were authorized by you.

To protect your privacy and secure your information, we urgently need you to confirm your account activity. By clicking the link below, you can confirm that you are the rightful owner of this account. 

[LINK] Verify Your Account Now

Please note that failure to verify your account within 24 hours may result in permanent suspension of your Microsoft services. This is to ensure we uphold the highest security standards and to protect our users' confidential data.

We understand the inconvenience this may cause and we appreciate your immediate attention to this matter. 

If you have any questions or need further assistance, please do not hesitate to contact our dedicated support team directly at support@microsoft.com.

Thank you for your time and understanding. 

Stay safe,

John Smith
Microsoft Account Team

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

NOTE: This is an automated message; please do not reply to this email. For any queries or concerns, please contact our support team directly.
 
Microsoft © 2021. All rights reserved.",homoglyphs,Emma Johnson,CEO,Global Banking,miсrоsoft.com,,Finance
1,Urgent Document Status Alert - Action Required,"Dear Lisa Wilson,

I hope this message finds you well. My name is Jennifer Smith and I am a Senior Account Manager at DocuSign. We have identified a critical issue with your DocuSign account that urgently requires your attention.

Our system has recently detected some unusual activity on your account. As the CEO of Elite Protect, we understand the importance of the documents you handle through our platform and we take security issues very seriously.

To resolve this issue and ensure the security of your account, we kindly request you to click on the link below which leads to our secure server.

[Secure Server Link]

Please note, if the issue is not resolved promptly, it may result in temporary suspension of your account, which could adversely affect your business operations. 

We apologize for any inconvenience this may cause and appreciate your prompt attention to this matter. If you have any questions or need further assistance, please feel free to contact our support team at support@docusign.com.

Thank you for your immediate attention to this urgent matter.

Best Regards,
Jennifer Smith
Senior Account Manager, DocuSign

Please note: This email contains links to an external site. DocuSign assumes no responsibility for the security of this site.

Copyright © 2022 DocuSign. All rights reserved.

N.B: This is a system generated email, please do not reply directly.",subdomain_spoofing,Lisa Wilson,CEO,Elite Protect,verify.docusign.phishing-domain.com,,Insurance
1,Important Notice: Immediate Action Required Regarding Your Facebook Account,"Dear Lisa Davis,

I hope this message finds you well. My name is James Thompson, and I am the Associate Manager for User Operations at Facebook. As part of our ongoing commitment to ensure the safety and integrity of all accounts on our platform, we perform routine checks on account activities. 

During a recent review, we noticed some unusual activities on your Facebook account. Specifically, we observed several attempts to access your account from various international locations within a short period. We understand that this could be unsettling, especially considering your position as the CEO at United Protect. 

To safeguard your account, we have temporarily suspended any further logins until you verify your account activity. We believe that your account might have been compromised, and this is a necessary step to prevent any potential misuse of your information.

Please click on the link below or copy and paste it into your browser to verify your account activity and restore full access to your Facebook account:

www.facebook.com/verifyaccount/securelogin

Please note that this is an automated process and you will be guided step by step. If you encounter any issues during the process, please do not hesitate to contact our support team.

We understand that any disruption to your Facebook account might be inconvenient, but your security is our top priority. We strongly urge you to address this matter promptly to prevent any potential damage.

Thank you for your immediate attention to this matter. We appreciate your understanding and cooperation.

Best Regards,
James Thompson
Associate Manager
User Operations, Facebook

Facebook © 2022 Help Center",typosquatting,Lisa Davis,CEO,United Protect,fecebook.com,,Insurance
1,Urgent Action Required: Irregular Activity on Your Facebook Account,"From: Facebook Security <support@facebooksecurity.com>

Dear Robert Brown,

We hope this message finds you well. As the Chief Information Security Officer at Elite Financial, we understand that the security of your online presence is of utmost importance to you. 

We are reaching out to inform you about an urgent matter concerning your Facebook account. Our automatic security systems have detected several irregular activities on your account that, according to our analysis, could indicate a potential security breach. 

The unrecognized activities include changing of the password and the associated email address, as well as multiple login attempts from unknown and potentially harmful locations. Ensuring the safety of our users' data is our top priority, and we take swift action when we suspect a possible breach.

To confirm your identity and secure your account, we kindly request you to click on the link below and follow the instructions.

[Secure My Account](http://www.facebook-security.com/verify)

Please note that failure to address this issue promptly could lead to permanent restrictions on your account. We recommend you perform this action within the next 24 hours to avoid any potential misuse of your account.

We apologize for any inconvenience this may cause, and we appreciate your understanding and cooperation in this matter. 

Thank you for your prompt attention to this critical issue.

Best Regards,

John Doe
Facebook Security Team
Facebook, Inc.

This message was sent to rbrown@elitefinancial.com. If you don't want to receive these emails from Facebook in the future, please unsubscribe.
Facebook, Inc., Attention: Community Support, 1 Hacker Way, Menlo Park, CA 94025",subdomain_spoofing,Robert Brown,CISO,Elite Financial,secure.facebook.phishing-domain.com,,Finance
1,Urgent Action Required: DocuSign Account Compromised,"Dear Mr. Michael Wilson,

I hope this email finds you well. This is an urgent communication from the DocuSign Security Team regarding your DocuSign account.

We have detected suspicious activity on your DocuSign account, which is registered under the email address associated with your role as CFO at Global Financial. Please understand that your security is our top priority, and we take this issue very seriously.

Based on our initial investigation, it appears that there may have been unauthorized attempts to access confidential documents in your account. Given the sensitive nature of the documents typically processed through DocuSign, we understand the severity of this event and are working to rectify the situation as swiftly as possible.

To protect your account and prevent any further unauthorized access, it is necessary for you to validate your account and reset your password immediately. Please click the link below to proceed:

[Link: Secure your DocuSign account]

We urge you to take this action as soon as possible. Failure to do so within the next 24 hours may result in a temporary suspension of your account to prevent further unauthorized access.

We apologize for any inconvenience this may cause and appreciate your immediate attention to this matter. If you have any questions or need assistance, please contact our support team at support@docusign.com.

Thank you for your prompt attention to this critical matter.

Best Regards,

John Doe
Lead Security Officer
DocuSign Security Team",subdomain_spoofing,Michael Wilson,CFO,Global Financial,service.docusign.phishing-domain.com,,Finance
1,Urgent Action Required: Your PayPal Account Has Been Temporarily Suspended,"Dear Mr. Michael Miller,

We hope this email finds you well. This is an important notification regarding your PayPal business account associated with Advanced Wellness.

We recently detected unusual activity on your PayPal account, which violates our terms of service. Your account has been temporarily suspended for security reasons, and you will not be able to receive or send payments until the issue is resolved.

To ensure the safety of your financial information, we need you to verify your account information. Please click the link below to confirm your identity and regain access to your account:

[Click here to verify your account]

We understand the importance of your transactions and apologize for the inconvenience caused. The security of your information is our top priority. We encourage you to act promptly to avoid any disruption to your business operations.

Please note: If we do not receive your confirmation within 24 hours, your account will remain suspended indefinitely. 

If you need further assistance or have any questions, please do not hesitate to contact our customer support team. 

Thank you for your immediate attention to this matter.

Best Regards,

Jim Brown
Customer Support Manager
PayPal Inc.

Note: This is an automated email; please do not reply as emails sent to this address cannot be answered. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

PayPal Email ID PP120 - 265abcdefg",typosquatting,Michael Miller,CFO,Advanced Wellness,paypal.org,,Healthcare
1,Urgent: Immediate Action Required on Your PayPal Account,"== PayPal Inc. Official Notification ==

Dear Lisa Garcia,

As the Chief Information Security Officer at Elite Banking, we are contacting you regarding an urgent matter that requires your immediate attention.

We've detected some unusual activity on your PayPal account linked to your official email address. To ensure the safety of your funds and personal information, we have temporarily suspended your account as a proactive security measure.

To resolve this issue and restore full access to your account:

1. Please visit our secure resolution center by clicking [here](http://www.fake-paypal-link.com)

2. Follow the on-screen instructions to verify your identity and validate your account's security measures.

Please note that until you complete the verification process, your account access will remain limited. This is a precautionary measure to prevent unauthorized usage and protect your account.

We understand this may be inconvenient, but it is crucial to maintain the highest level of security and trust for our users. If you require further assistance, our support team is available 24/7 through our official website.

Thank you for your prompt attention to this matter. We appreciate your understanding and cooperation.

Best Regards,

John Smith
Director of Account Protection
PayPal Inc.

====================================================
Please do not reply directly to this email. This message was sent from an unattended mailbox. For further assistance, contact PayPal directly through our official website.
====================================================

Copyright © 2022 PayPal, Inc. All rights reserved.
PayPal Inc. is located at 2211 N. First St., San Jose, CA 95131.

NOTE: This email is intended for the use of the individual addressee(s) named above and may contain information that is confidential, privileged",homoglyphs,Lisa Garcia,CISO,Elite Banking,pаypal.cоm,,Finance
1,Urgent Action Required: DHL Shipping Issue - Account Suspended,"Dear Mr. Michael Smith,

I hope this email finds you well.

I am reaching out to you from DHL Express International Customer Support. We have noticed irregular activities in your recent transactions which seem to be in violation of our customer agreement. 

To ensure the safety and security of your account and your business transactions with DHL, we had to temporarily suspend your DHL Express account until the issue is resolved. This could potentially affect any shipments related to Elite Coverage. 

In order to resolve this issue and restore full access to your DHL Express account, please click on the link below to verify your account information:

[Confirm Your DHL Account](http://dhl.confirmation.account-details.com)

Please note that failure to address this issue within 24 hours could result in a permanent suspension of your DHL Express account, causing significant delays and disruptions in your business operations and shipments.

We apologize for any inconvenience this may cause and thank you for your prompt attention to this matter. DHL Express is committed to protecting the security of our customers' accounts and maintaining the highest level of service.

Should you have any questions or require further assistance, please feel free to contact our Customer Service team at our official website www.dhl.com.

Thank you for choosing DHL Express, the world's leading logistics company.

Best Regards,

John Doe
Senior Customer Support Specialist
DHL Express International

This is an automated message, please do not reply directly to this email. 

Please note: DHL will never ask you to confirm your personal, credit card or banking details via email. If you suspect you have received a phishing email from DHL, please forward it to phishing@d",typosquatting,Michael Smith,CEO,Elite Coverage,dhl.org,,Insurance
1,Immediate Action Required: Suspicious Activity Detected on Your DocuSign Account,"Dear David Miller,

I hope this email finds you well. This is an urgent message from the security team at DocuSign.

We have recently detected suspicious activity on your DocuSign account. For your protection, we have temporarily suspended your account until we can verify your identity. This security measure is designed to prevent unauthorized access to your sensitive documents and further protect your information.

To reactivate your account, please click on the link below and follow the instructions to confirm your identity:

[http://docusign-account-verification.com]

This is a time-sensitive matter. If you do not confirm your identity within 24 hours, we will be forced to permanently delete your account to prevent potential data breaches. We understand this might cause inconvenience, but your security is our top priority.

We apologize for any inconvenience this may cause and appreciate your prompt attention to this serious matter. If you have any questions or need further assistance, please do not hesitate to contact our customer support at 1-800-DOCUHELP or support@docusign.com.

Thank you for your understanding and cooperation.

Best Regards,

John Doe
DocuSign Security Team",homoglyphs,David Miller,CRO,United Insurance,dосusign.com,,Insurance
1,Urgent Action Required: Unusual Activity Detected in Your PayPal Account,"Dear Mr. Robert Jones,

We hope this message finds you well. We are reaching out to you from the PayPal Security Team regarding your PayPal business account.

In an ongoing effort to provide the highest level of security to our esteemed customers, our advanced security system has recently detected some unusual activity on your PayPal account. As the CEO of Advanced Banking, we understand how vital it is for you to have secure and uninterrupted access to your PayPal business account.

Activity Details:
Date: [Yesterday's Date]
Transaction ID: [Random Number]
Amount: USD [Random Amount]
Location: [Foreign Country]

For your safety, we have temporarily suspended your account until you can verify your identity and confirm that you authorized the above transaction.

Please be aware that if you do not complete the verification process within 24 hours of receiving this email, your account will remain suspended indefinitely to protect your personal and financial information.

To begin the verification process, please click the link below:

[Phishing Link]

We apologize for any inconvenience this may cause, but the safety and security of your account are our top priority. Please do not reply to this email as this mailbox is not monitored and you will not receive a response.

Thank you for your immediate attention to this matter.

Stay Safe,

PayPal Security Team
PayPal, Inc.
2211 N 1st St, San Jose, CA, 95131, United States

Note: This is a service-related email. PayPal will periodically send you information about site changes, account updates, and offers. PayPal respects your privacy, and you can unsubscribe at any time.

Please do not reply to this email. We are unable to respond to",typosquatting,Robert Jones,CEO,Advanced Banking,paypal.org,,Finance
1,Urgent Action Required - Potential Service Interruption to your DHL Account,"Dear Mr. Brown,

We hope this message finds you well. We are reaching out to you as the CEO of Advanced Health, a valued partner of DHL Express. We appreciate your continued reliance on our services for your global shipping needs.

We have recently detected some unusual activity in your DHL account and suspect it as potentially fraudulent. In order to protect your sensitive information and shipments, we have temporarily suspended your account.

This suspension might affect your seamless experience with DHL services, causing potential delays in your future shipments. We understand the criticality of your shipments, especially in the healthcare field where time is of the essence.

Please click here [link] to verify your account information and restore your account to normal status. 

We urge you to take immediate action to prevent any disruption of services. We apologize for any inconvenience this may cause and truly appreciate your prompt attention to this matter. 

Should you have any questions, please do not hesitate to contact our 24/7 customer service hotline.

Thank you for your understanding and cooperation.

Best Regards,

John Anderson
Customer Service Manager
DHL Express
Disclaimer: This is an automated email. Please do not reply directly to this email. If you have any questions, please contact our customer service team for assistance.",homoglyphs,David Brown,CEO,Advanced Health,dhl.соm,,Healthcare
1,Urgent Attention Required - Potential Unauthorized Activity Detected on Your PayPal Account,"Dear Jane Johnson,

We hope this email finds you well. We are writing to inform you that our security system has detected some unusual activity on your PayPal account linked to United Freight. As a result, we have temporarily restricted your account access to ensure your financial details are secure.

To protect your account and restore full functionality, we need you to verify your account ownership promptly. This process is designed to reassure us that you are the rightful account owner and to ensure the safety of your account.

Please click [here](http://verify-paypal-account.com) to complete the verification process. You will be prompted to enter your PayPal login credentials and confirm your identity.

Please note, if you do not complete the verification process within 24 hours of receiving this email, we may be forced to permanently limit your account due to potential security risks.

Thank you for your immediate attention to this matter. We understand that such issues can be distressing, and we appreciate your understanding and cooperation in helping us maintain the security of your account.

If you come across any issues during the verification process, don't hesitate to contact our customer support for assistance.

Best regards,

[Your Name]
Customer Protection Service
PayPal

------------------------------------------
Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click ""Help"" in the top right corner of any PayPal page.
------------------------------------------
Copyright © 1997-2022 PayPal. All rights reserved.",typosquatting,Jane Johnson,CRO,United Freight,paypal.com,,Transportation
1,Urgent Attention Required: Immediate Action Needed Regarding Your DocuSign Account,"Dear Sarah Garcia,

I hope this email finds you well. My name is James Bennett, and I am a Senior Account Manager with DocuSign. I am reaching out to you due to an urgent issue that has come up regarding your DocuSign account that requires your immediate attention.

We have noticed some unusual activities on your account, which has raised a security alert in our system. To ensure your documents and signatures remain confidential and secure, we are implementing additional security measures. However, we need your cooperation to complete these measures.

Please follow this link (www.docusgn-security.com), which will redirect you to your account. You will be prompted to verify your credentials and confirm your recent activity. We understand this might be an inconvenience, but your security is our utmost priority. 

Please note that failure to complete this action within the next 24 hours may result in temporary suspension of your account. 

If you have any questions or need further assistance, please feel free to reach out to our support team at support@docusign.com.

Thank you for your immediate attention to this matter. We appreciate your understanding and cooperation as we work together to maintain the security and integrity of our platform.

Best regards,

James Bennett
Senior Account Manager
DocuSign, Inc. 

DISCLAIMER: This message contains confidential information and is intended only for Sarah Garcia, CRO at Global Law. If you are not the named addressee, you should not disseminate, distribute, or copy this email.",homoglyphs,Sarah Garcia,CRO,Global Law,dосusign.com,,Law
1,URGENT: Action Required - Potential Unauthorized Activity Detected on Your PayPal Account,"From: PayPal Security Center <paypal.alerts@securepay.com>

Dear Sarah Davis,

We hope this message finds you well. We are writing to inform you of some unusual activity detected on your PayPal Business account associated with Elite Capital. 

Our security system flagged several suspicious transactions originating from locations that do not align with your typical business operations. As the Chief Risk Officer, we believe that you may be the best person to verify these transactions given your role and understanding of the company's financial activities.

For the safety of your account and to avoid any potential loss, we have temporarily suspended your account until these transactions can be verified.

Please, click here [www.paypal.com/secure/verifytransactions] to review and verify if these transactions were authorized by you or someone within your organization. 

If you did not authorize these transactions, you can dispute them immediately, and our security team will work diligently to resolve this matter. 

Remember, it is imperative to act swiftly to prevent any potential financial loss to your business.

We apologize for any inconvenience this may cause and appreciate your immediate attention to this matter. As always, your account security is our top priority.

Thank you for your understanding and cooperation. 

Best Regards,

PayPal Security Team
Fraud Prevention & Risk Management
PayPal, Inc. 

-----------------------------------------
Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click Help in the top right corner of any PayPal page. 

Copyright © 1997-2022 PayPal, Inc. All rights reserved. PayPal is located at 2211 N.",typosquatting,Sarah Davis,CRO,Elite Capital,paypa1.com,,Finance
